tpep_pickup_datetime,tpep_dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
00:43.0,15:43.0,40.75693512,-73.96923065,40.72312164,-73.98266602
00:43.0,03:33.0,40.75427628,-73.9943924,40.74845123,-73.993927
00:43.0,15:22.0,40.77731323,-73.95220947,40.76126862,-73.98521423
00:43.0,04:53.0,40.77677536,-73.94649506,40.78482437,-73.95163727
00:43.0,20:24.0,40.74110031,-74.00512695,40.72392654,-73.99099731
00:44.0,03:52.0,40.73141098,-73.9885025,40.74046326,-73.98195648
00:44.0,20:13.0,40.75533676,-73.98753357,40.72525406,-73.98413849
00:44.0,10:17.0,40.7449913,-73.97879028,40.73675156,-73.99742126
00:44.0,15:18.0,40.73288727,-73.98756409,40.75931168,-73.99236298
00:44.0,10:20.0,40.77939606,-73.9553833,40.80977631,-73.92032623
00:44.0,15:42.0,40.72485733,-73.998703,40.75388718,-73.97845459
00:44.0,04:45.0,40.76428604,-73.96907043,40.75993729,-73.96833801
00:44.0,08:14.0,40.73705673,-73.98440552,40.74914551,-73.99175262
00:45.0,06:56.0,40.71346283,-73.95832825,40.71249771,-73.94096375
00:45.0,18:48.0,40.76177597,-73.99025726,40.72705078,-73.9796524
00:45.0,14:47.0,0,0,0,0
00:45.0,06:08.0,40.77294922,-73.95542145,40.78414536,-73.94695282
00:45.0,09:27.0,40.73826599,-73.98922729,40.74224854,-73.97792816
00:45.0,11:24.0,40.74581146,-73.99372864,40.7333107,-73.97464752
00:45.0,08:58.0,40.74393845,-73.99201202,40.742836,-74.00406647
00:45.0,07:07.0,40.75396729,-73.9958725,40.74127197,-74.00528717
00:45.0,12:36.0,40.7713089,-73.95035553,40.72237015,-73.98717499
00:46.0,19:46.0,40.76186371,-73.98223877,40.72461319,-74.0019989
00:46.0,09:14.0,40.7820816,-73.9578476,40.78781891,-73.97853088
00:46.0,03:57.0,40.76005173,-73.99655151,40.76440048,-73.98714447
00:46.0,16:21.0,40.75902557,-73.9859314,40.71677017,-74.01033783
00:46.0,10:03.0,40.78469849,-73.97725677,40.7652359,-73.98399353
00:46.0,25:24.0,40.7568512,-73.93037415,40.7568512,-73.93065643
00:46.0,12:11.0,40.75166702,-73.98600769,40.73490143,-73.98606873
00:47.0,07:33.0,0,0,0,0
00:47.0,08:58.0,40.72257614,-73.98864746,40.7325592,-74.00650024
00:47.0,12:29.0,40.74348068,-74.00739288,40.72554016,-74.00430298
00:47.0,15:22.0,40.72174835,-73.99741364,40.74289322,-74.00383759
00:47.0,04:30.0,40.79096222,-73.9539032,40.77970505,-73.95607758
00:47.0,28:00.0,40.75674057,-73.99829865,40.65837097,-73.99000549
00:48.0,38:31.0,40.71417236,-73.95368195,40.75590134,-73.99071503
00:48.0,02:16.0,40.72140121,-73.98767853,40.72108841,-73.98779297
00:48.0,14:25.0,40.7347908,-73.98831177,40.78197098,-73.95171356
00:48.0,17:22.0,40.74318695,-73.99993896,40.78169632,-73.94888306
00:48.0,19:52.0,40.72984695,-73.95865631,40.68400574,-73.9961853
00:48.0,00:50.0,40.74122238,-73.98154449,40.74123383,-73.98152161
00:49.0,13:44.0,40.7391243,-73.98972321,40.72306824,-73.9890213
00:49.0,05:44.0,0,0,0,0
00:49.0,20:34.0,40.76197052,-73.96795654,40.72651672,-73.89533997
00:49.0,04:12.0,40.71068573,-73.95427704,40.71047974,-73.95896912
00:50.0,15:24.0,40.73419952,-73.98041534,40.7238884,-73.99132538
00:50.0,06:54.0,40.749897,-73.99178314,40.75885773,-73.98365021
00:50.0,14:13.0,40.73084641,-73.98548126,40.7778244,-73.95150757
00:50.0,16:06.0,40.73810959,-73.99266052,40.77101135,-73.95150757
00:50.0,12:31.0,40.74196625,-73.99346161,40.75719833,-73.96620941
00:51.0,20:16.0,40.76850128,-73.98699951,40.70832825,-74.01695251
00:51.0,08:54.0,40.76122284,-73.99982452,40.74565887,-74.00520325
00:51.0,13:26.0,40.70853424,-73.95828247,40.70637512,-73.92258453
00:51.0,08:34.0,40.72511292,-73.98703766,40.72038651,-73.99979401
00:51.0,08:49.0,40.74150085,-73.98144531,40.73856735,-73.99608612
00:51.0,15:48.0,40.72673416,-73.99978638,40.71133804,-73.98984528
00:51.0,04:08.0,40.78974152,-73.94019318,40.7987442,-73.94168091
00:51.0,09:14.0,40.75225449,-73.98537445,40.76372528,-73.98120117
00:51.0,14:33.0,40.72893143,-74.00258636,40.74363327,-73.98069763
00:52.0,21:32.0,40.74017334,-74.00214386,40.75378418,-73.90316772
00:52.0,06:35.0,40.72170258,-73.99447632,40.73523331,-73.9937439
00:52.0,06:20.0,40.72037888,-73.98959351,40.72891617,-73.98435974
00:52.0,12:52.0,40.72366714,-73.97919464,40.74176025,-73.99713898
00:52.0,03:45.0,40.75898743,-73.97071075,40.76512527,-73.96146393
00:52.0,17:18.0,40.71845627,-73.99092865,40.72682571,-73.9799118
00:52.0,07:01.0,40.70761108,-74.00541687,40.73244858,-73.97434235
00:52.0,14:28.0,40.73471832,-74.00225067,40.7492981,-73.98403168
00:52.0,22:24.0,40.72211838,-73.99629211,40.77589798,-73.97921753
00:53.0,21:35.0,40.74803925,-73.98915863,40.71112823,-74.01599884
00:53.0,15:31.0,40.72134018,-74.00444794,40.72462082,-73.99172974
00:53.0,22:32.0,40.71967316,-73.98755646,40.77484131,-73.9565506
00:53.0,06:26.0,40.77064514,-73.98733521,40.7650795,-73.99533081
00:53.0,20:21.0,40.73439407,-73.99373627,40.76172638,-73.97534943
00:53.0,10:47.0,40.73840332,-73.99935913,40.7319603,-73.98399353
00:53.0,04:09.0,40.76808929,-73.98571777,40.75812149,-73.99170685
00:53.0,18:14.0,40.77168274,-73.96125031,40.74714279,-74.00100708
00:53.0,08:47.0,40.73233032,-73.99622345,40.73707962,-73.98864746
00:53.0,08:55.0,40.76527786,-73.98032379,40.75762939,-73.96955109
00:53.0,25:18.0,40.74257278,-73.95265198,40.84784698,-73.93418121
00:53.0,12:03.0,40.73135757,-73.9822998,40.77445984,-73.95539093
00:53.0,10:07.0,0,0,0,0
00:54.0,21:00.0,40.73298645,-74.00370026,40.69045258,-73.99473572
00:54.0,25:31.0,40.74586105,-73.98812866,40.79802704,-73.96967316
00:54.0,16:44.0,40.70541,-74.00769806,40.73508072,-74.00027466
00:54.0,14:00.0,40.7222023,-73.98731232,40.71979141,-74.00042725
00:54.0,11:47.0,40.74420929,-73.9957428,40.76778412,-73.98720551
00:54.0,08:21.0,40.72703552,-73.99172974,40.71962357,-73.99456024
00:54.0,04:38.0,40.74498749,-73.93261719,40.74621964,-73.94490814
00:54.0,09:58.0,40.78310394,-73.97439575,40.77870941,-73.94817352
00:54.0,19:55.0,40.72853851,-73.99074554,40.79217148,-73.96754456
00:54.0,07:58.0,40.72042847,-73.98960876,40.72401047,-73.97886658
00:54.0,14:05.0,40.73303604,-73.97531891,40.72052765,-74.00006866
00:55.0,10:07.0,40.75062561,-73.97605133,40.72960663,-73.98696136
00:55.0,23:40.0,40.74067688,-74.00550079,40.72239685,-73.99179077
00:55.0,18:48.0,40.73754501,-73.97399902,40.78255081,-73.98470306
00:55.0,06:43.0,40.74026108,-73.98607635,40.75326157,-73.97818756
00:55.0,14:18.0,40.77220917,-73.98199463,40.77433777,-73.95133209
00:55.0,07:47.0,40.77158356,-73.95923615,40.7593689,-73.96114349
00:55.0,01:08.0,40.80432129,-73.93748474,40.80430603,-73.9375
00:55.0,08:01.0,40.77028656,-73.95733643,40.75360107,-73.9695816
00:55.0,04:51.0,40.78375626,-73.9588089,40.78569794,-73.95303345
00:55.0,05:01.0,40.76994324,-73.99266052,40.76673508,-73.9832077
00:56.0,11:08.0,40.72648239,-73.98918152,40.7196312,-73.99456024
00:56.0,04:36.0,40.75615692,-73.98753357,40.7455101,-73.9890976
00:56.0,08:03.0,40.79666138,-73.97019958,40.80329132,-73.95278931
00:56.0,07:00.0,40.72367096,-73.9965744,40.72694778,-73.98567963
00:57.0,26:36.0,40.73337936,-73.998909,40.68804169,-73.95986176
00:57.0,06:17.0,40.76266098,-73.97114563,40.7513504,-73.97590637
00:57.0,06:38.0,40.78384018,-73.97969055,40.79971313,-73.96813202
00:57.0,14:27.0,40.7312355,-73.98857117,40.70620346,-74.01617432
00:57.0,14:24.0,40.76130676,-73.97975922,40.73437881,-73.99980164
00:57.0,10:18.0,40.77509689,-73.98431396,40.77869797,-73.95772552
00:57.0,19:08.0,40.73075867,-74.00437927,40.71923065,-73.98877716
00:57.0,07:08.0,40.74505234,-73.9786377,40.75083923,-73.99081421
00:57.0,14:07.0,40.74904633,-73.98843384,40.76851273,-73.95556641
00:57.0,10:06.0,40.71962357,-74.00509644,40.74176407,-73.99349976
00:57.0,03:36.0,40.75545883,-73.99114227,40.76023483,-73.99095154
00:58.0,19:28.0,40.70999527,-73.96398926,40.72775269,-73.98510742
00:58.0,02:30.0,40.71535873,-73.99223328,40.71894455,-73.99034119
00:58.0,05:32.0,40.74363327,-73.97698212,40.73256683,-73.98514557
00:58.0,06:31.0,40.85082245,-73.93835449,40.83858871,-73.94373322
00:58.0,18:21.0,40.73369217,-74.00238037,40.72180176,-73.98748016
00:58.0,06:08.0,40.7403717,-73.97910309,40.73116684,-73.98233032
00:58.0,27:26.0,40.73271942,-73.98538971,40.73271942,-73.98538971
00:58.0,07:06.0,40.74906158,-73.98801422,40.73914337,-73.98395538
00:58.0,09:08.0,40.75613785,-73.98316193,40.74895477,-73.99137878
00:59.0,16:41.0,40.74053955,-73.97905731,40.76573181,-73.9830246
00:59.0,12:37.0,40.77788162,-73.98191833,40.76826477,-73.95568848
00:59.0,10:10.0,40.72962189,-73.98081207,40.75780487,-73.96652985
01:00.0,10:12.0,40.71759415,-73.99909973,40.7283287,-73.98180389
01:00.0,33:59.0,0,0,0,0
01:00.0,10:56.0,40.72251511,-73.9885025,40.72418213,-73.94983673
01:00.0,15:41.0,40.75067139,-73.99765778,40.72556686,-73.97779083
01:00.0,07:55.0,40.72238541,-73.99171448,40.69774628,-73.98562622
01:00.0,19:46.0,40.74261093,-73.99954987,40.7783699,-73.94879913
01:00.0,05:49.0,40.78021622,-73.95295715,40.79572678,-73.94850159
01:00.0,09:58.0,40.74145126,-74.00501251,40.73536301,-73.99205017
01:00.0,24:02.0,40.79137039,-73.97380829,40.74071884,-74.00894928
01:00.0,08:55.0,0,0,0,0
01:00.0,10:56.0,40.76454163,-73.97253418,40.73901749,-73.99850464
01:01.0,32:14.0,40.71749115,-73.95806885,40.74577332,-73.86417389
01:01.0,05:46.0,40.7551918,-73.98529053,40.76016998,-73.99671936
01:01.0,07:26.0,40.76399994,-73.97318268,40.75003815,-73.99146271
01:01.0,09:06.0,40.72066879,-73.99260712,40.72716904,-73.98419189
01:01.0,03:46.0,40.73550797,-73.99406433,40.73067856,-74.00067139
01:01.0,20:59.0,40.7170372,-74.00801849,40.76159286,-73.97420502
01:01.0,06:28.0,40.70489502,-74.01148987,40.70970535,-74.00666046
01:01.0,14:02.0,40.76836395,-73.98251343,40.79501724,-73.97361755
01:01.0,06:41.0,40.74188232,-73.98098755,40.74431229,-73.99209595
01:01.0,08:22.0,40.76400375,-73.97406006,40.7609787,-73.99079132
01:01.0,20:18.0,40.79534912,-73.97151184,40.74048996,-73.98937988
01:01.0,30:02.0,0,0,0,0
01:02.0,13:23.0,40.82471466,-73.95188904,40.76448059,-73.98834991
01:02.0,05:35.0,40.78059387,-73.98390961,40.76659393,-73.99274445
01:02.0,26:25.0,40.73966599,-74.00231934,40.71347046,-73.95851898
01:02.0,08:16.0,40.76968765,-73.96057892,40.75090027,-73.97647095
01:02.0,27:36.0,40.7092514,-74.01344299,40.70118332,-73.9188385
01:02.0,11:55.0,40.73390961,-74.00259399,40.72338867,-73.98296356
01:03.0,14:42.0,40.72068405,-74.00533295,40.73747635,-73.98114014
01:03.0,19:13.0,40.74820328,-73.98474121,40.69306564,-73.99061584
01:03.0,05:03.0,40.76924896,-73.98490143,40.76012802,-73.991539
01:03.0,01:03.0,40.73258591,-73.98769379,0,0
01:04.0,12:46.0,40.7732811,-73.94485474,40.73501587,-73.98912811
01:04.0,23:17.0,40.81582642,-73.96047211,40.7453537,-73.97704315
01:04.0,08:12.0,40.74087143,-73.99352264,40.73067474,-73.980896
01:04.0,13:58.0,40.75205612,-73.97749329,40.7297287,-73.99855042
01:04.0,07:15.0,40.76537323,-73.97157288,40.76689529,-73.96096802
01:04.0,13:30.0,40.72062683,-73.98427582,40.7551651,-73.97103119
01:04.0,36:28.0,40.7180481,-73.95964813,40.76237869,-73.99585724
01:04.0,05:09.0,40.76443863,-73.96881866,40.75800705,-73.97368622
01:04.0,04:00.0,40.7568512,-73.9640274,40.76837158,-73.95567322
01:04.0,04:27.0,40.75432968,-73.9656601,40.77038956,-73.95401001
01:05.0,11:56.0,40.76244736,-73.97940063,40.78684616,-73.97774506
01:05.0,07:46.0,40.75130081,-73.93995667,40.7749939,-73.95070648
01:05.0,09:42.0,40.7618103,-74.0004425,40.77680206,-73.98653412
01:05.0,07:47.0,40.77926636,-73.97755432,40.79365158,-73.96350861
01:05.0,42:51.0,40.74252319,-73.95249176,40.79429626,-73.96867371
01:05.0,18:59.0,40.75651932,-73.99764252,40.72527695,-73.98406219
01:05.0,15:33.0,40.7350502,-73.99331665,40.75384521,-73.96776581
01:05.0,09:19.0,40.71413422,-73.95607758,40.71938324,-73.96161652
01:05.0,20:42.0,40.73028946,-73.99980164,40.73733521,-73.9883728
01:05.0,09:44.0,40.71953201,-73.99448395,40.71453857,-73.97970581
01:05.0,14:29.0,40.73379898,-74.00177002,40.74249268,-73.98548126
01:05.0,18:40.0,40.67263031,-73.96906281,40.70186615,-73.93099976
01:06.0,42:08.0,40.73500824,-73.99149323,40.86722565,-73.92240906
01:06.0,06:20.0,40.72353363,-73.98472595,40.72686386,-73.99554443
01:06.0,07:31.0,40.71953201,-73.99526978,40.72773743,-73.99505615
01:06.0,07:58.0,40.74561691,-74.00559235,40.7625618,-73.98636627
01:06.0,21:48.0,40.73657608,-74.00119019,40.76799774,-73.95610809
01:06.0,26:40.0,40.72965622,-73.98069,40.85559464,-73.88504028
01:06.0,05:20.0,40.80290222,-73.96362305,40.79863358,-73.96562958
01:07.0,15:52.0,40.74209595,-74.00391388,40.78168488,-73.97883606
01:07.0,04:47.0,40.7146225,-73.96157837,40.70711136,-73.9665451
01:07.0,08:28.0,40.75518036,-73.99427795,40.76792908,-73.99157715
01:07.0,07:35.0,40.67760086,-73.96369171,40.67437744,-73.95012665
01:07.0,09:52.0,40.73243332,-73.97444153,40.74560547,-73.98220825
01:07.0,09:58.0,40.75735474,-73.9863205,40.76224518,-73.96607971
01:07.0,12:06.0,40.70673752,-74.00938416,40.73687744,-74.00978851
01:07.0,04:20.0,40.75645065,-73.98600769,40.76109314,-73.9870224
01:07.0,04:37.0,0,0,0,0
01:07.0,21:33.0,40.72457504,-73.99343872,40.71643066,-73.95930481
01:07.0,18:35.0,40.71108627,-73.96533203,40.7487793,-73.94229126
01:08.0,05:01.0,40.78701019,-73.9753952,40.7946167,-73.96382141
01:08.0,04:41.0,40.73666763,-73.97862244,40.75366211,-73.96757507
01:08.0,08:52.0,40.73053741,-73.98625946,40.73888016,-73.99049377
01:08.0,20:36.0,40.72613907,-73.98366547,40.75708771,-73.99349213
01:09.0,11:54.0,40.74120331,-73.98123932,40.77659607,-73.95265961
01:09.0,13:14.0,40.70275879,-74.01210022,40.74308395,-74.00602722
01:09.0,05:52.0,40.75111008,-73.98667908,40.76011658,-73.98492432
01:09.0,23:48.0,40.73618698,-73.99368286,40.73774338,-73.87718201
01:09.0,14:19.0,40.75048065,-73.98690033,40.7872963,-73.95183563
01:09.0,07:29.0,40.74449158,-73.99626923,40.74000168,-74.00537109
01:09.0,18:06.0,40.72246933,-73.98864746,40.71733475,-73.96276093
01:09.0,09:04.0,40.72847366,-74.00525665,40.72193146,-73.99198151
01:09.0,10:37.0,40.72151184,-73.99339294,40.72236633,-73.98698425
01:10.0,07:46.0,40.69390488,-73.94020844,40.6939621,-73.9618988
01:10.0,14:53.0,40.72959137,-73.9783783,40.71567535,-73.99412537
01:10.0,14:52.0,40.74228668,-73.98355865,40.76713562,-73.95956421
01:10.0,06:50.0,40.72354889,-74.0026474,40.73186874,-73.99010468
01:10.0,19:06.0,40.72859573,-74.00504303,40.70875168,-73.95774841
01:10.0,35:42.0,40.72975922,-73.95754242,40.68541718,-73.97863007
01:10.0,08:58.0,40.79249191,-73.97154236,40.81446838,-73.9516449
01:10.0,09:01.0,40.73498917,-73.97966003,40.76263046,-73.95980835
01:11.0,15:35.0,40.71455383,-73.99882507,40.74385452,-73.99944305
01:11.0,17:49.0,40.73889542,-73.98561096,40.78342056,-73.95055389
01:11.0,33:05.0,40.76111221,-73.98677063,40.62330627,-74.03132629
01:11.0,34:30.0,40.75125885,-73.99410248,40.72126007,-73.95573425
01:11.0,06:01.0,40.73688126,-74.00102997,40.74106216,-73.99771118
01:11.0,15:53.0,40.74179077,-73.99356842,40.76153183,-73.98970032
01:11.0,08:32.0,40.75830841,-73.97639465,40.75071335,-73.99099731
01:11.0,11:00.0,40.74721527,-73.98545837,40.73564911,-74.00763702
01:11.0,08:57.0,40.76536179,-73.9788208,40.75768661,-73.96153259
01:11.0,21:54.0,40.76544952,-73.97211456,40.74288559,-74.0039978
01:12.0,17:04.0,40.75660324,-73.97406769,40.70473099,-74.00816345
01:12.0,13:54.0,40.70817566,-74.0140152,40.74474716,-73.97575378
01:12.0,23:28.0,40.72685623,-73.9916153,40.77696228,-73.97755432
01:12.0,28:36.0,40.71600342,-73.96217346,40.765728,-73.9135437
01:12.0,12:36.0,40.69747162,-73.93106079,40.71126938,-73.94828796
01:12.0,01:15.0,0,0,0,0
01:12.0,05:51.0,40.78978729,-73.97541809,40.77985382,-73.98052216
01:12.0,34:14.0,40.7302475,-73.99282074,40.82343674,-73.95246124
01:12.0,17:19.0,40.78486633,-73.95172882,40.82322311,-73.94722748
01:13.0,09:49.0,40.78730011,-73.97154999,40.77286148,-73.94779968
01:13.0,22:32.0,40.72506714,-73.99220276,40.77177048,-73.953125
01:13.0,19:09.0,40.74706268,-73.97118378,40.83486938,-73.94665527
01:13.0,18:30.0,40.77430344,-73.87306213,40.81451416,-73.95928955
01:14.0,13:47.0,40.73303986,-73.99990845,40.75161743,-73.9720459
01:14.0,08:30.0,40.75628662,-73.97248077,40.75633621,-73.99741364
01:14.0,03:46.0,40.75728607,-73.96376038,40.76833725,-73.95565796
01:14.0,22:19.0,40.75167465,-73.97572327,40.81270981,-73.88792419
01:14.0,12:34.0,40.74182129,-73.98525238,40.7359581,-74.00070953
01:14.0,14:18.0,40.74230576,-73.98274231,40.7400589,-74.00728607
01:14.0,08:23.0,40.72228241,-73.98606873,40.73865891,-73.98470306
01:15.0,16:54.0,40.73658752,-73.97883606,40.75830841,-73.98980713
01:15.0,09:48.0,40.74794769,-73.98088074,40.75978088,-73.98799896
01:15.0,17:56.0,40.73659134,-73.98194122,40.71858978,-73.98921967
01:15.0,08:20.0,40.70162964,-73.92327881,40.70329666,-73.90920258
01:16.0,19:03.0,40.72851181,-73.99948883,40.74918365,-73.9696579
01:16.0,13:50.0,40.77409363,-73.95133972,40.80529022,-73.95737457
01:16.0,25:30.0,40.76340866,-73.97659302,40.72104645,-74.00408936
01:16.0,15:54.0,40.74090576,-73.98581696,40.77928543,-73.95375824
01:16.0,09:46.0,40.74993896,-73.98813629,40.75703049,-73.98869324
01:16.0,31:02.0,40.64616013,-73.79129028,-73.97418213,NULL
01:16.0,12:28.0,40.75140762,-73.97373962,40.74449539,-73.94901276
01:16.0,07:04.0,40.76583862,-73.99092865,40.76383209,-73.97367859
01:17.0,06:50.0,40.72764587,-74.00112152,40.72980118,-74.00426483
01:17.0,17:29.0,40.72986984,-74.00392151,40.74620819,-73.97976685
01:17.0,13:49.0,40.81463623,-73.96044922,40.76779556,-73.98556519
01:17.0,12:11.0,40.7686882,-73.98477936,40.7390213,-73.98392487
01:17.0,09:28.0,40.76155853,-73.97444153,40.78393936,-73.95433044
01:17.0,14:36.0,40.73569107,-73.98552704,40.71943665,-73.99545288
01:17.0,28:17.0,40.72230911,-73.99176788,40.78282928,-73.97496796
01:17.0,08:22.0,40.70417786,-73.94786835,40.70539856,-73.94473267
01:17.0,19:23.0,40.72965622,-73.99853516,40.72343826,-73.98834991
01:17.0,13:12.0,40.75614166,-73.972435,40.74126053,-73.99994659
01:17.0,03:37.0,40.75557327,-73.9648056,40.76793671,-73.95600891
01:17.0,10:40.0,40.74590683,-73.98809814,40.7663002,-73.98176575
01:17.0,13:30.0,40.74185181,-73.9933548,40.76846695,-73.98493195
01:17.0,06:12.0,40.72011185,-73.98812866,40.71263504,-73.99015045
01:18.0,10:26.0,40.76442719,-73.97690582,40.75091171,-73.99082184
01:18.0,03:30.0,40.77245712,-73.95856476,40.78622818,-73.94859314
01:18.0,07:55.0,40.7286644,-74.00541687,40.71954346,-74.00223541
01:18.0,14:48.0,40.71953964,-73.95800781,40.68985367,-73.96623993
01:18.0,08:54.0,40.76852417,-73.9814682,40.79028702,-73.96560669
01:19.0,01:43.0,40.6446228,-73.78219604,-74.0085907,NULL
01:19.0,03:14.0,40.76100159,-73.96704865,40.7689209,-73.96127319
01:19.0,10:36.0,40.78506088,-73.97897339,40.77035904,-73.94815826
01:19.0,16:31.0,40.76538086,-73.9677124,40.76161575,-73.96097565
01:19.0,19:59.0,40.76361084,-73.83008575,40.70243835,-73.89576721
01:19.0,05:13.0,40.73008728,-73.98920441,40.73860931,-73.98322296
01:19.0,25:34.0,40.74739456,-73.99695587,40.76843262,-73.92453766
01:19.0,10:15.0,40.76128387,-73.9834137,40.75749969,-73.97239685
01:19.0,37:05.0,40.72205353,-73.94139862,40.72786331,-73.99479675
01:19.0,09:39.0,40.75213623,-73.97576141,40.76306534,-73.96270752
01:20.0,08:12.0,40.74007034,-73.99861908,40.75230408,-74.00440216
01:20.0,31:56.0,0,0,0,0
01:20.0,16:28.0,40.72043228,-73.98813629,40.73428726,-73.99898529
01:20.0,11:41.0,40.8138504,-73.94116974,40.79317093,-73.9672699
01:20.0,06:32.0,40.75949097,-73.98477936,40.75627518,-74.0029068
01:21.0,04:35.0,40.77965546,-73.95970917,40.77965546,-73.95970917
01:21.0,20:29.0,40.76177597,-73.97949219,40.71390533,-73.97943115
01:21.0,29:46.0,40.72694016,-73.99985504,40.80244064,-73.94450378
01:21.0,14:22.0,40.74263763,-73.99204254,40.72485352,-73.98140717
01:21.0,06:19.0,40.76521301,-73.98135376,40.76263428,-73.97232056
01:22.0,12:56.0,0,0,0,0
01:22.0,22:20.0,40.74800873,-73.98662567,40.70825195,-74.01668549
01:22.0,09:22.0,40.72539902,-73.99213409,40.74278259,-73.98055267
01:22.0,08:22.0,40.7569313,-73.98444366,40.75976563,-73.99564362
01:23.0,09:29.0,40.72062302,-73.99510193,40.721138,-73.98779297
01:23.0,16:57.0,40.7602005,-73.99506378,40.79851913,-73.94174194
01:23.0,25:31.0,40.73881912,-74.00392151,40.79291153,-73.94087982
01:23.0,14:53.0,40.72774887,-73.98239136,40.75785065,-73.98899841
01:23.0,16:38.0,40.71500778,-73.95861816,40.6765213,-73.95897675
01:23.0,11:14.0,40.77611542,-73.95594025,40.80398178,-73.95013428
01:23.0,13:23.0,40.75019073,-73.99181366,40.76403809,-73.96067047
01:24.0,20:59.0,40.75122833,-73.99304962,40.71783829,-73.99251556
01:24.0,03:53.0,40.7698555,-73.96048737,40.78098679,-73.95251465
01:24.0,07:20.0,40.76416779,-73.97387695,40.76372147,-73.98501587
01:24.0,17:11.0,40.72990036,-73.98353577,40.69123077,-73.99276733
01:25.0,33:24.0,40.72024536,-73.98900604,40.65731049,-73.95925903
01:25.0,15:30.0,40.72943115,-73.97786713,40.72977066,-74.01010132
01:25.0,10:45.0,40.72552872,-73.99224091,40.7387886,-73.98332214
01:25.0,11:35.0,40.76434708,-73.98233795,40.75036621,-73.97189331
01:25.0,10:24.0,40.74134064,-73.98879242,40.75626755,-73.99043274
01:25.0,15:04.0,40.76809311,-73.95886993,40.7400589,-73.98987579
01:25.0,07:08.0,40.78090668,-73.9585495,40.79029846,-73.96579742
01:25.0,11:21.0,40.75591278,-73.98757172,40.73145294,-73.98881531
01:25.0,14:32.0,40.73218536,-73.98518372,40.76823425,-73.95653534
01:26.0,19:39.0,40.72903061,-74.00050354,40.75618744,-73.98965454
01:26.0,10:13.0,40.73917007,-73.98992157,40.74985504,-73.97002411
01:26.0,08:15.0,0,0,0,0
01:26.0,13:02.0,40.73897552,-73.98519897,40.72357559,-74.00328064
01:26.0,16:52.0,40.74287415,-74.00559998,40.73269653,-73.97733307
01:26.0,16:21.0,40.74019241,-74.00567627,40.71160889,-74.00577545
01:26.0,21:18.0,40.73928833,-74.00647736,40.72322845,-73.9900589
01:26.0,08:23.0,40.7220459,-73.98034668,40.72491837,-73.99452209
01:26.0,23:21.0,40.76991653,-73.86390686,40.79831314,-73.96921539
01:27.0,13:12.0,40.77553177,-73.98220062,40.74626923,-73.9909668
01:27.0,13:53.0,40.7694664,-73.96200562,40.79753494,-73.97151947
01:27.0,11:14.0,40.72702026,-73.99971771,40.74506378,-73.99873352
01:27.0,07:10.0,40.74429703,-73.97298431,40.77835083,-73.94825745
01:27.0,06:55.0,40.69015884,-73.96630096,40.67354202,-73.96298218
01:27.0,14:26.0,40.73051453,-74.00676727,40.75701523,-73.9655838
01:27.0,19:55.0,40.73988724,-74.00248718,40.79367065,-73.94558716
01:28.0,21:04.0,40.71628571,-73.96247101,40.68013763,-73.96757507
01:28.0,21:27.0,40.73670197,-74.00528717,40.72070313,-73.98973846
01:28.0,08:24.0,40.75242996,-73.9781723,40.75055313,-73.97226715
01:28.0,04:39.0,40.74381638,-73.97962952,40.75130844,-73.97142792
01:28.0,18:18.0,40.70587158,-74.00797272,40.76562119,-73.97606659
01:28.0,12:17.0,40.74756241,-73.9968338,40.7285614,-74.00532532
01:28.0,08:16.0,40.73878098,-73.98712921,40.7580719,-73.9732132
01:28.0,07:35.0,40.72880173,-73.99040985,40.74428177,-73.98055267
01:29.0,13:40.0,40.72148895,-73.99356079,40.7441864,-73.98032379
01:29.0,21:18.0,40.76411819,-73.96685028,40.73997879,-73.87700653
01:29.0,04:53.0,40.76509094,-73.91749573,40.7652359,-73.90843201
01:29.0,38:57.0,40.72810364,-73.98800659,40.79118347,-73.97133636
01:29.0,01:59.0,40.71660614,-74.03914642,40.71660233,-74.03914642
01:29.0,05:44.0,40.77221298,-73.96272278,40.78111267,-73.95722198
01:30.0,08:25.0,40.73378754,-73.99938202,40.74791718,-74.00447083
01:30.0,12:45.0,40.74369431,-73.98905945,40.71605301,-74.0039444
01:30.0,06:16.0,40.72097397,-73.99591064,40.72578812,-74.00915527
01:30.0,24:21.0,40.72182083,-73.98647308,40.78630829,-73.97151947
01:30.0,44:46.0,40.75920105,-73.98444366,40.66988373,-73.94210052
01:30.0,25:53.0,40.67559814,-73.98100281,40.70181274,-73.92050171
01:31.0,04:02.0,40.76389313,-73.99246216,40.76877213,-73.98547363
01:31.0,13:14.0,40.76924133,-73.95490265,40.7404213,-73.9865799
01:31.0,10:43.0,40.7073288,-73.94335175,40.71224976,-73.96378326
01:31.0,08:50.0,40.79849243,-73.94179535,40.8097496,-73.95000458
01:31.0,08:21.0,40.76700974,-73.96743011,40.74922943,-73.9838562
01:31.0,29:34.0,40.73633194,-74.00130463,40.7078476,-73.95625305
01:31.0,10:17.0,40.727211,-73.98259735,40.71897125,-73.98802948
01:31.0,11:34.0,40.73356628,-73.99968719,40.76349258,-73.9777832
01:31.0,04:21.0,40.76420975,-73.98105621,40.76421356,-73.97692108
